title,description,datetime,id,stage_id,type_id,image_id
Duné,"Dúné er en dansk rockgruppe dannet i 2001 og består af Piotrek Wasilewski, Ole Bjórn, Mattias Kolstrup. Bandet er især kendt for sine eksplosive livekoncerter og har turneret massivt i både ind- og udland gennem de seneste år, og har i øvrigt spillet support for Foo Fighters i forbindelse med deres koncert i München.

Dúné har udgivet tre albummer, We Are In There You Are Out Here fra 2007, Enter Metropolis fra 2009 og ikke mindst Wild Hearts fra 2013, som fik 5 ud af 6 stjerner i GAFFA og Jyllands Posten og strøg direkte ind som nummer 2 på den danske iTunes liste og nummer 3 på den Officielle Danske Album Hitliste. Bandet er inspireret af 1970'ernes punk, 80'ernes pop og 90'ernes indie, som de har skabt deres egen unikke blanding af, som de på deres to første plader kaldte indielectrock.

Indtil videre i karrieren har Dúné allerede vundet et stort antal priser, herunder den største pris ved P3 Guld (P3 Prisen), GAFFA-Priser, tre Danish Music Awards, m.fl.",2020-07-11 20:00:00+00,71e7891d-a21d-433b-98d0-cf2f13c33cde,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,ac145107-f076-4fee-9d38-f8e6752b70c8
Blur,"Blur er et engelsk rock band, stiftet i 1989 under navnet Seymour, men skiftede i 1990 navn til Blur efter krav fra deres pladeselskab Food Records. Bandet består af Damon Albarn (sang, klaver, keyboard), Graham Coxon (guitar, sang), Alex James (bas) og Dave Rowntree (trommer). Coxon forlod gruppen i 2002 for at koncentrere sig som sin solokarriere, men vendte tilbage til gruppen i 2009.

Gruppen var i begyndelsen af 90'erne ét af de første såkaldte britpop-bands, der sammen med Suede, Oasis og Pulp gjorde 60'er-inspireret rockmusik populær igen. Gruppen vendte sig dog væk fra britpoppen ved udgivelsen af Blur (1997) og 13 (1999) og begyndte at spille i en stil nærmere art-rock.

Efter 2003 holdt gruppen en pause, men vendte i 2009 ved en række koncerter i Storbritannien og i april 2010 lagde bandet singlen """"Fool's Day"""" ud til gratis download på bandets hjemmeside. De har efter gendannelsen turneret internationalt og udgivet albummet The Magic Whip (2015), der blev nr. 1 i England.",2020-07-10 23:00:00+00,73389a80-62f2-4487-b1d2-71c823581b6e,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,257b75e5-fc80-4517-9f22-bb378d0289fa
Tim Christensen,"Tim Christensen er en dansk sanger, sangskriver og musiker, der fra 1988 til 1998 var sanger, guitarist og komponist for rock-trioen Dizzy Mizz Lizzy, hvis debutalbum solgte i alt 350.000 eksemplarer i Danmark og Japan.",2020-07-08 20:00:00+00,740c87fc-bbda-43c9-8eb6-e31802d02066,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,0ddc90ff-7acd-4a60-9e3c-1b136dc2908d
Sort Sol,"Sort Sol er et dansk rockband, der startede som punkband i efteråret 1977 under navnet Sods. Gruppen har vundet ti danske Grammy-priser, heriblandt har albummene Flow My Firetear (1991) og Glamourpuss (1994) modtaget prisen for Årets danske album.

Gruppen deltog som Sods på punkopsamlingspladen Pære Punk i 1979 og i generations-manifestationen NÅ!!80 i Huset i Magstræde (i dag kaldet Huset-KBH), København i 1980. I skiftede 1983 Sods navn til Sort Sol.",2020-07-08 23:00:00+00,8a9fcf5b-1314-432a-a4be-798c89e06958,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,ca9e0140-d7a9-4e8a-9032-1ef6e4f78d95
Chill'n Lounge,Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.,2020-07-10 16:00:00+00,8c728bd0-6658-4ccf-a2e2-73bdbd2b927b,5fa4d515-a156-4674-890c-4d013c1c9011,adea9a47-bd7c-4bf3-80e7-f4f22f83c32c,d20d92de-7080-43e8-a791-ca77b2fe0de3
Chill'n Lounge,Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.,2020-07-11 16:00:00+00,8e457abf-78be-4e74-8060-eeb9780f851a,5fa4d515-a156-4674-890c-4d013c1c9011,adea9a47-bd7c-4bf3-80e7-f4f22f83c32c,d20d92de-7080-43e8-a791-ca77b2fe0de3
B.J. Arnee Rothers Living Lights,"Elit eget gravida cum sociis natoque penatibus et magnis. Ultrices tincidunt arcu non sodales neque sodales ut etiam sit. Faucibus purus in massa tempor nec feugiat nisl pretium fusce. Nisi porta lorem mollis aliquam ut porttitor leo. Sed felis eget velit aliquet. Mattis pellentesque id nibh tortor. Consequat id porta nibh venenatis cras sed felis eget. Laoreet non curabitur gravida arcu ac. Ultrices neque ornare aenean euismod elementum.

Arcu dictum varius duis at consectetur. Aliquam eleifend mi in nulla. At elementum eu facilisis sed odio morbi. Quis varius quam quisque id diam vel quam elementum pulvinar. Consequat ac felis donec et odio pellentesque. Pellentesque elit eget gravida cum sociis natoque penatibus et magnis. Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.Ikke endnu fastsat navn",2020-07-09 17:00:00+00,971773c8-531b-443d-a3c4-7b647aab180f,83cbe54f-3343-47a8-a2a5-18f1a17cc76f,572f2171-c11c-408c-8e1c-3128610b29f3,7d5c3b56-29df-4544-b981-dbaecfa33483
Thomas Helmig,"Thomas Helmig (født 15. oktober 1964 i Egå, Aarhus) er en dansk sanger, sangskriver, musiker og producer. Fra 1983 til 1985 var han sanger og frontfigur i soul- og funkgruppen Elevatordrengene, og debuterede som solist i 1985 på støttesinglen ""Afrika"", og samme år med albummet Thomas. ",2020-07-10 17:00:00+00,9b6fc6c0-7d95-4dea-b5ca-5ef480c88097,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,da11dbc8-4e93-450e-a1b9-e97d7bb1b7cb
Pink Floyd The Wall,"Der er lagt op til et gensyn med klassikeren 'Pink Floyd The Wall' er en dystopisk og musikalsk rejse gennem rockmusikkens inderste verden, hvor stoffer og smertefulde minder tager magten, og kører Pink (Bob Geldorf) sikkert mod afgrunden. 

Filmen og især soundtracket står som en rockhistorisk milepæl verden over og må være anses for at være det perfekte 'must' til at starte fredagen på Mediesuset med.

Billedet tilhører kino.dk
Reference: https://www.kino.dk/sites/default/files/styles/k_poster_big/public/movie-posters/pink.jpg?itok=INc9rO8j",2020-07-09 11:00:00+00,9c3b49ee-a775-421e-aeee-c7e6b60b31ed,5fa4d515-a156-4674-890c-4d013c1c9011,27582808-122c-409d-b1b0-90902b7b414c,f3190415-04eb-44c4-878c-5d947184e72c
Åbning af festival,Åbning af Mediesuset 2020 v. Rasmus Nygaard,2020-07-08 16:30:00+00,9fa9be90-403e-4853-9690-4abbc33dcbea,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,572f2171-c11c-408c-8e1c-3128610b29f3,a76d72d3-8c7b-478c-933a-8525c3a9d6d9
The Blue Van,"The Blue Van er et dansk rock band, som består af Steffen Westmark (vokal og guitar), Søren Christensen (guitar, keyboard og kor), Allan Fjeldgaard Villadsen (bas) og Per Mølgaard Jørgensen (trommer og kor).",2020-07-09 18:30:00+00,b03b0633-d30c-47de-b9f2-99b4e095f8a8,d0db6db8-0e57-4d00-8259-4bc94662aca2,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,7a23e35b-ad0e-4ed7-a845-81d3a157ed11
All Star Jam Night,"In massa tempor nec feugiat nisl. Cras ornare arcu dui vivamus arcu felis. In aliquam sem fringilla ut morbi tincidunt. Cras fermentum odio eu feugiat. Ullamcorper a lacus vestibulum sed arcu non odio euismod. Tellus mauris a diam maecenas sed enim ut sem. Felis imperdiet proin fermentum leo vel. Scelerisque fermentum dui faucibus in ornare. Eget nunc lobortis mattis aliquam faucibus purus in massa tempor. Laoreet sit amet cursus sit amet dictum sit amet justo.

Lacus laoreet non curabitur gravida arcu ac tortor dignissim convallis. Consectetur libero id faucibus nisl tincidunt eget nullam. Mattis aliquam faucibus purus in massa tempor nec. Odio ut enim blandit volutpat maecenas volutpat blandit aliquam. Tempor orci dapibus ultrices in iaculis. Elit eget gravida cum sociis natoque penatibus et magnis. Ultrices tincidunt arcu non sodales neque sodales ut etiam sit. Faucibus purus in massa tempor nec feugiat nisl pretium fusce. Nisi porta lorem mollis aliquam ut porttitor leo. Sed felis eget velit aliquet. Mattis pellentesque id nibh tortor. Consequat id porta nibh venenatis cras sed felis eget. Laoreet non curabitur gravida arcu ac. Ultrices neque ornare aenean euismod elementum.

Arcu dictum varius duis at consectetur. Aliquam eleifend mi in nulla. At elementum eu facilisis sed odio morbi. Quis varius quam quisque id diam vel quam elementum pulvinar. Consequat ac felis donec et odio pellentesque. Pellentesque elit eget gravida cum sociis natoque penatibus et magnis. Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.
",2020-07-10 20:00:00+00,b1a9df67-e6ad-4820-b871-188b119f581e,5fa4d515-a156-4674-890c-4d013c1c9011,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,5c0b80c1-5250-4d73-95d2-67256b2cad82
Den digitale ramme,"Digital billedudstilling af multikunstneren Willy Web.

Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Rhoncus urna neque viverra justo nec ultrices dui sapien. Auctor neque vitae tempus quam pellentesque nec. Porta non pulvinar neque laoreet suspendisse interdum. Natoque penatibus et magnis dis parturient montes nascetur ridiculus. Et pharetra pharetra massa massa ultricies mi. Libero volutpat sed cras ornare arcu dui. Vel fringilla est ullamcorper eget nulla. Pharetra magna ac placerat vestibulum lectus mauris ultrices. Ac ut consequat semper viverra. Massa tincidunt nunc pulvinar sapien et ligula ullamcorper malesuada proin. Ut enim blandit volutpat maecenas volutpat. Ipsum dolor sit amet consectetur. Ipsum dolor sit amet consectetur adipiscing. Sem viverra aliquet eget sit amet tellus. Eget sit amet tellus cras adipiscing enim eu. Volutpat maecenas volutpat blandit aliquam. Risus ultricies tristique nulla aliquet enim tortor at.

Egestas erat imperdiet sed euismod nisi porta lorem mollis. Nunc congue nisi vitae suscipit tellus mauris a. Lacus sed turpis tincidunt id. Congue nisi vitae suscipit tellus. Lectus quam id leo in vitae turpis massa sed elementum. Lacus laoreet non curabitur gravida arcu. Dignissim cras tincidunt lobortis feugiat vivamus at. Porta lorem mollis aliquam ut porttitor leo. Imperdiet nulla malesuada pellentesque elit eget gravida cum sociis natoque. Tempus iaculis urna id volutpat lacus laoreet non. Vel elit scelerisque mauris pellentesque pulvinar pellentesque habitant.

In massa tempor nec feugiat nisl. Cras ornare arcu dui vivamus arcu felis. In aliquam sem fringilla ut morbi tincidunt. Cras fermentum odio eu feugiat. Ullamcorper a lacus vestibulum sed arcu non odio euismod. Tellus mauris a diam maecenas sed enim ut sem. Felis imperdiet proin fermentum leo vel. Scelerisque fermentum dui faucibus in ornare. Eget nunc lobortis mattis aliquam faucibus purus in massa tempor. Laoreet sit amet cursus sit amet dictum sit amet justo.

Lacus laoreet non curabitur gravida arcu ac tortor dignissim convallis. Consectetur libero id faucibus nisl tincidunt eget nullam. Mattis aliquam faucibus purus in massa tempor nec. Odio ut enim blandit volutpat maecenas volutpat blandit aliquam. Tempor orci dapibus ultrices in iaculis. Elit eget gravida cum sociis natoque penatibus et magnis. Ultrices tincidunt arcu non sodales neque sodales ut etiam sit. Faucibus purus in massa tempor nec feugiat nisl pretium fusce. Nisi porta lorem mollis aliquam ut porttitor leo. Sed felis eget velit aliquet. Mattis pellentesque id nibh tortor. Consequat id porta nibh venenatis cras sed felis eget. Laoreet non curabitur gravida arcu ac. Ultrices neque ornare aenean euismod elementum.

Arcu dictum varius duis at consectetur. Aliquam eleifend mi in nulla. At elementum eu facilisis sed odio morbi. Quis varius quam quisque id diam vel quam elementum pulvinar. Consequat ac felis donec et odio pellentesque. Pellentesque elit eget gravida cum sociis natoque penatibus et magnis. Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.

 ",2020-07-11 15:00:00+00,b289e582-9539-47a7-b528-7453a5a47719,83cbe54f-3343-47a8-a2a5-18f1a17cc76f,572f2171-c11c-408c-8e1c-3128610b29f3,63fe1a08-b6e5-439a-b46e-0ca456803805
"CV Jørgensen ","Carsten Valentin (C.V.) Jørgensen (født 9. maj 1950 i Lyngby) er en dansk sanger og sangskriver. Mellemnavnet Valentin er et påtaget kunstnernavn og ikke lovformelig anerkendt.[1]

C.V. Jørgensen fik efter to pladeudgivelser i relativ ubemærkethed sit gennembrud med folkrock LP'en Storbyens små oaser (1977), hvor hans satiriske tekster spiddede både den danske kolonihaveidyl og den akademiske intelligentsia.

Op gennem 1980'erne var Jørgensens tekster i klar opposition til yuppies og borgerlig politisk dominans. I 1980 indspillede han albummet Tidens tern sammen med den amerikansk-danske guitarist Billy Cross' Delta Cross Band. Sangen Costa del Sol, der er en satire over rige danske pensionisters flugt til skattely ved den spanske sydkyst, blev en landeplage. Cross og Jørgensen ragede kort efter uklar, og det videre samarbejde blev afbrudt. I januar 2006 blev Tidens tern udvalgt til at indgå i Kulturministeriets kulturkanon under kategorien populærmusik.",2020-07-08 18:30:00+00,b6bb2281-5614-478e-a63c-c2f2c35429f0,d0db6db8-0e57-4d00-8259-4bc94662aca2,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,e809c7cc-ceec-47bf-bdcd-e0a1afae46db
DJ Sass,"Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.
",2020-07-11 23:30:00+00,b8d56af2-727c-4504-aac5-b65521816449,d0db6db8-0e57-4d00-8259-4bc94662aca2,adea9a47-bd7c-4bf3-80e7-f4f22f83c32c,03889263-b85d-45dc-84f0-6157075c17f4
Bon Jovi,"Bon Jovi er et rockband, der oprindeligt stammer fra New Jersey, USA.

Bon Jovi blev dannet af forsangeren Jon Bon Jovi, guitaristen Richie Sambora, trommeslageren Tico Torres, pianisten David Bryan og bassisten Alec John Such i 1983. Alec John Such gik senere ud af bandet og blev erstattet af bassisten Hugh McDonald, som dog ikke betragtes som et officielt medlem af bandet.

Bon Jovi har solgt over 34 millioner album i USA[1], og over 120 millioner album i hele verden. Bon Jovis mest solgte album er Slippery When Wet fra 1986 med bl.a. en af bandets nok mest kendte sange, Livin' On a Prayer.",2020-07-11 23:00:00+00,baa22fd1-da3c-4bfc-9e8c-453abe53aecb,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,2c6146b5-1d24-41b1-a38e-f71b43bfd167
Aqua,"Aqua er en dansk dance-popgruppe med den norskfødte forsanger Lene Nystrøm og to danskfødte medlemmer René Dif (rap) og Søren Rasted (keyboard). Indtil 2016 indgik Claus Norréen (guitarist) også. Gruppen blev dannet i 1994 og fik internationalt gennembrud med deres fjerde single ""Barbie Girl"". I 2001 blev gruppen opløst og senere gendannet i 2007 [1]. Aqua er med 33 millioner solgte plader den mest succesrige danske musikgruppe nogensinde målt på salg.",2020-07-10 20:00:00+00,c40f59a6-3402-4ffa-a5a4-1cf04ace3a36,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,1177223c-aa27-4668-8d7e-8aedba538089
DJ Backend,Arcu dictum varius duis at consectetur. Aliquam eleifend mi in nulla. At elementum eu facilisis sed odio morbi. Quis varius quam quisque id diam vel quam elementum pulvinar. Consequat ac felis donec et odio pellentesque. Pellentesque elit eget gravida cum sociis natoque penatibus et magnis. Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.,2020-07-08 23:30:00+00,ca3d5635-e265-4f88-b775-c15e35b070f6,d0db6db8-0e57-4d00-8259-4bc94662aca2,adea9a47-bd7c-4bf3-80e7-f4f22f83c32c,191b805a-2714-42ea-b054-3afc8aa9b71e
Kunsten på Kroppen,"Den legendariske punkdame Lady Sush har skrevet en sang til hver eneste af de 28 tatoveringer hun har over hele kroppen. I showet vil hun fortælle om hendes valg, kunsten og de mange skrifttyper - alt sammen akkompagneret til hendes salige guitarspil.",2020-07-10 19:00:00+00,cac8a948-1e8e-4131-8678-0aafc4017967,83cbe54f-3343-47a8-a2a5-18f1a17cc76f,572f2171-c11c-408c-8e1c-3128610b29f3,6f3ba6e7-885f-43e4-8b7b-6ee776d9956c
Aalborg Air Baloons,"Lacus laoreet non curabitur gravida arcu ac tortor dignissim convallis. Consectetur libero id faucibus nisl tincidunt eget nullam. Mattis aliquam faucibus purus in massa tempor nec. Odio ut enim blandit volutpat maecenas volutpat blandit aliquam. Tempor orci dapibus ultrices in iaculis. Elit eget gravida cum sociis natoque penatibus et magnis. Ultrices tincidunt arcu non sodales neque sodales ut etiam sit. Faucibus purus in massa tempor nec feugiat nisl pretium fusce. Nisi porta lorem mollis aliquam ut porttitor leo. Sed felis eget velit aliquet. Mattis pellentesque id nibh tortor. Consequat id porta nibh venenatis cras sed felis eget. Laoreet non curabitur gravida arcu ac. Ultrices neque ornare aenean euismod elementum.

Arcu dictum varius duis at consectetur. Aliquam eleifend mi in nulla. At elementum eu facilisis sed odio morbi. Quis varius quam quisque id diam vel quam elementum pulvinar. Consequat ac felis donec et odio pellentesque. Pellentesque elit eget gravida cum sociis natoque penatibus et magnis. Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.Ikke endnu fastsat navn",2020-07-08 17:00:00+00,d58a2046-5bd0-4fa6-8378-041480ef9e2e,83cbe54f-3343-47a8-a2a5-18f1a17cc76f,572f2171-c11c-408c-8e1c-3128610b29f3,32bcf07f-bfe0-4d57-aabd-1f8ebcaf29e8
Infernal,Infernal er en dansk dance-popduo bestående af sangerinde og sangskriver Lina Rafn og producer og sangskriver Paw Lagermann.,2020-07-09 17:00:00+00,dd4cd4e4-7a4a-4a14-b754-0c601a80237c,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,6df09b1a-8ddd-4094-af59-43eee69b6be8
DJ Tech,Arcu dictum varius duis at consectetur. Aliquam eleifend mi in nulla. At elementum eu facilisis sed odio morbi. Quis varius quam quisque id diam vel quam elementum pulvinar. Consequat ac felis donec et odio pellentesque. Pellentesque elit eget gravida cum sociis natoque penatibus et magnis. Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.,2020-07-08 21:00:00+00,e47f09a3-5514-4e90-83bb-56cdc9af8f95,83cbe54f-3343-47a8-a2a5-18f1a17cc76f,adea9a47-bd7c-4bf3-80e7-f4f22f83c32c,b3c0ba1a-58b4-497a-a2af-f518979a1044
Chill'n Lounge,Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.,2020-07-09 16:00:00+00,e5281683-5f1d-4f58-9da4-b6c54d4b4b46,5fa4d515-a156-4674-890c-4d013c1c9011,adea9a47-bd7c-4bf3-80e7-f4f22f83c32c,d20d92de-7080-43e8-a791-ca77b2fe0de3
All Star Jam Night,"In massa tempor nec feugiat nisl. Cras ornare arcu dui vivamus arcu felis. In aliquam sem fringilla ut morbi tincidunt. Cras fermentum odio eu feugiat. Ullamcorper a lacus vestibulum sed arcu non odio euismod. Tellus mauris a diam maecenas sed enim ut sem. Felis imperdiet proin fermentum leo vel. Scelerisque fermentum dui faucibus in ornare. Eget nunc lobortis mattis aliquam faucibus purus in massa tempor. Laoreet sit amet cursus sit amet dictum sit amet justo.

Lacus laoreet non curabitur gravida arcu ac tortor dignissim convallis. Consectetur libero id faucibus nisl tincidunt eget nullam. Mattis aliquam faucibus purus in massa tempor nec. Odio ut enim blandit volutpat maecenas volutpat blandit aliquam. Tempor orci dapibus ultrices in iaculis. Elit eget gravida cum sociis natoque penatibus et magnis. Ultrices tincidunt arcu non sodales neque sodales ut etiam sit. Faucibus purus in massa tempor nec feugiat nisl pretium fusce. Nisi porta lorem mollis aliquam ut porttitor leo. Sed felis eget velit aliquet. Mattis pellentesque id nibh tortor. Consequat id porta nibh venenatis cras sed felis eget. Laoreet non curabitur gravida arcu ac. Ultrices neque ornare aenean euismod elementum.

Arcu dictum varius duis at consectetur. Aliquam eleifend mi in nulla. At elementum eu facilisis sed odio morbi. Quis varius quam quisque id diam vel quam elementum pulvinar. Consequat ac felis donec et odio pellentesque. Pellentesque elit eget gravida cum sociis natoque penatibus et magnis. Quis blandit turpis cursus in. Posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Ipsum dolor sit amet consectetur adipiscing elit ut. Vulputate dignissim suspendisse in est ante in nibh mauris. Vel turpis nunc eget lorem dolor sed. Feugiat nisl pretium fusce id velit ut tortor pretium. Augue interdum velit euismod in pellentesque massa placerat.",2020-07-11 20:00:00+00,e7445632-9189-4f2c-801b-7cc7358b35de,5fa4d515-a156-4674-890c-4d013c1c9011,572f2171-c11c-408c-8e1c-3128610b29f3,b83eb9cd-2f28-4a1c-baa1-6b474448969d
Postkort fra paradis,"n massa tempor nec feugiat nisl. Cras ornare arcu dui vivamus arcu felis. In aliquam sem fringilla ut morbi tincidunt. Cras fermentum odio eu feugiat. Ullamcorper a lacus vestibulum sed arcu non odio euismod. Tellus mauris a diam maecenas sed enim ut sem. Felis imperdiet proin fermentum leo vel. Scelerisque fermentum dui faucibus in ornare. Eget nunc lobortis mattis aliquam faucibus purus in massa tempor. Laoreet sit amet cursus sit amet dictum sit amet justo.

Lacus laoreet non curabitur gravida arcu ac tortor dignissim convallis. Consectetur libero id faucibus nisl tincidunt eget nullam. Mattis aliquam faucibus purus in massa tempor nec. Odio ut enim blandit volutpat maecenas volutpat blandit aliquam. Tempor orci dapibus ultrices in iaculis. Elit eget gravida cum sociis natoque penatibus et magnis. Ultrices tincidunt arcu non sodales neque sodales ut etiam sit. Faucibus purus in massa tempor nec feugiat nisl pretium fusce. Nisi porta lorem mollis aliquam ut porttitor leo. Sed felis eget velit aliquet. Mattis pellentesque id nibh tortor. Consequat id porta nibh venenatis cras sed felis eget. Laoreet non curabitur gravida arcu ac. Ultrices neque ornare aenean euismod elementum.
",2020-07-08 19:00:00+00,ea55626b-f2e1-4aec-8c68-6a4dbe4d9ced,83cbe54f-3343-47a8-a2a5-18f1a17cc76f,572f2171-c11c-408c-8e1c-3128610b29f3,e21804fc-256f-4e69-83e7-93db6237eec8
LOC,"Liam Nygaard O'Connor, bedre kendt under sit kunstnernavn L.O.C., er en dansk-irsk rapper, sangskriver, tv-vært og pladeselskabsejer. Han startede sin karriere i 1995 sammen med Chadi Abdul-Karim, da de dannede rapgruppen Alzheimer Klinikken.",2020-07-11 18:30:00+00,f234153f-97ed-4d33-ad3f-35206a1d057f,d0db6db8-0e57-4d00-8259-4bc94662aca2,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,d77e23c3-b39f-4f25-976b-be10d349a554
Allan Olsen,"Allan Olsen står mere og mere som et fyrtårn på den danske musikscene. Ikke mindst som solist i ordets egentlige forstand:

Alene på scenen, foran et kræsent og lyttende publikum.

Allan Olsen’s repertoire spænder over hele hans brede sang-katalog, der gør brug af hele paletten,
fra rock til folk, rap og á capella.
Ingen dansk sangskriver nyder større respekt og anerkendelse, end Allan Olsen. Efter ialt 20 plade-udgivelser og tusindvis af koncerter, er Olsen altid garant for et sjældent højt niveau ved sine optrædender. 

Måske fordi han aldrig har mistet respekten for sit skønne publikum.",2020-07-11 17:00:00+00,f8dcdbc4-9db7-4e43-9b5f-95c6e7295658,bc2a8fe9-ac77-4786-9e9a-aed5c481941d,31a6fd82-08ff-4d6d-96f9-57b77987f8bf,9b37b69f-d1f6-4e4e-89f9-542c1561f135